Nome;Ano;
http://www.ale.am.gov.br/wp-content/uploads/2016/02/Acumulados.pdf;Acumuladas;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/Abdala.pdf;Dep. Abdala Fraxe;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/adjuto-afonso.pdf;Dep. Adjuto Afonso;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/02/Maciel.pdf;Dep. Alcimar Maciel;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/alessandra.pdf;Dep. Alessandra Campêlo;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/belarmino.pdf;Dep. Belarmino Lins;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/bi-garcia.pdf;Dep. Bi Garcia;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/bosco-saraiva.pdf;Dep. Bosco Saraiva;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/carlos-alberto.pdf;Dep. Carlos Alberto;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/david.pdf;Dep. David Almeida;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/dermilson.pdf;Dep. Dermilson Chagas;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/franscisco-gomes.pdf;Dep. Francisco Gomes;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/francisco-souza.pdf;Dep. Francisco Souza;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/augusto-ferraz.pdf;Dep. José Augusto Ferraz;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/Jose-ricardo.pdf;Dep. José Ricardo;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/neto.pdf;Dep. Josué Neto;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/luiz-castro.pdf;Dep. Luiz Castro;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/orlando-cidade.pdf;Dep. Orlando Cidade;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/platiny.pdf;Dep. Platiny Soares;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/ricardo-nicolau.pdf;Dep. Ricardo Nicolau;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/saba-reis.pdf;Dep. Sabá Reis;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/serafim.pdf;Dep. Serafim Corrêa;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/sinesio.pdf;Dep. Sinésio Campos;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/vicente-lopes.pdf;Dep. Vicente Lopes;2015;Dezembro
http://www.ale.am.gov.br/wp-content/uploads/2016/01/wanderley-dallas.pdf;Dep. Wanderley Dallas;2015;Dezembro
